From,Subject,Body,X-FileName,IsPhishing 
Bank of America 2007 <customers_department-id-46fng@bankofamerica.com>,Bank of America: Please Submit Your Data    Id: 5984,"{'aber': 2, 'allein': 1, 'allerbesten': 1, 'allerdings': 1, 'als': 5, 'alter': 1, 'anzupreisen': 1, 'auch': 3, 'auf': 2, 'auflage': 1, 'aus': 1, 'ausgenommen': 1, 'badegaeste': 1, 'balahsee': 1, 'bei': 1, 'beiden': 1, 'bekannt': 1, 'besteht': 1, 'bett': 1, 'bevölkerung': 1, 'bin': 1, 'bleibt': 1, 'da': 1, 'dabei': 1, 'das': 2, 'dass': 1, 'daß': 1, 'dem': 1, 'den': 4, 'denn': 1, 'dennoch': 1, 'der': 5, 'dergleichen': 1, 'des': 1, 'die': 7, 'diener': 1, 'diesem': 1, 'diesen': 1, 'du': 1, 'durch': 1, 'eigenen': 1, 'ein': 1, 'einer': 1, 'eingang': 1, 'einliessen': 1, 'einschlafen': 1, 'einwirkungen': 1, 'erblickte': 1, 'ersten': 1, 'experimente': 1, 'fanden': 1, 'fortwährenden': 1, 'frieder': 1, 'für': 3, 'gattung': 1, 'gehörst': 1, 'genug': 1, 'gern': 1, 'gesund': 1, 'gewachsen': 1, 'gezwungen': 1, 'grabstätten': 1, 'grosses': 1, 'großen': 1, 'haben': 2, 'haus': 1, 'herrn': 1, 'hin': 1, 'höhe': 1, 'ich': 2, 'ihn': 1, 'image': 1, 'immer': 1, 'imposant': 1, 'ist': 3, 'jahren': 1, 'jammer': 1, 'jenen': 1, 'jetzt': 1, 'kam': 1, 'kamen': 1, 'kleine': 1, 'kleinen': 1, 'klärchen': 1, 'kranken': 1, 'kubbas': 1, 'luft': 1, 'man': 2, 'matzbeck': 1, 'maß': 1, 'mir': 1, 'mit': 2, 'moechte': 1, 'motivieren': 1, 'mußte': 1, 'nach': 1, 'nachgelassen': 1, 'namen': 1, 'nehmen': 1, 'noch': 2, 'nur': 1, 'oasen': 1, 'ob': 1, 'plätzen': 1, 'preisen': 1, 'rechnen': 1, 'reden': 1, 'reiche': 1, 'reinlichen': 1, 'reinlichkeit': 1, 'sagt': 1, 'sagte': 1, 'sand': 1, 'schemel': 1, 'schädlichen': 1, 'sehr': 1, 'sein': 1, 'seinen': 1, 'seinige': 1, 'sich': 1, 'sie': 6, 'sind': 2, 'siuah': 1, 'solche': 1, 'solcher': 1, 'soll': 1, 'sorgen': 1, 'staubes': 1, 'strahlte': 1, 'stuhl': 1, 'tor': 1, 'um': 2, 'und': 6, 'ungemein': 1, 'uns': 1, 'unterwelt': 1, 'verdiente': 1, 'versehen': 1, 'verweilen': 1, 'vieles': 1, 'vierte': 1, 'vom': 1, 'von': 3, 'vor': 1, 'vorhaengen': 1, 'völker': 1, 'waenden': 1, 'waren': 1, 'welche': 1, 'welcher': 1, 'wenigen': 1, 'werden': 1, 'wir': 1, 'wo': 1, 'wollen': 1, 'wäsche': 1, 'zu': 6, 'zuerst': 1, 'zum': 1, 'zwischen': 1, 'ägyptischen': 1}",None,1
Branch Banking and Trust <customerservice-71813911030ib@bbt.com>,BB&T - important information ,None,None,1
BB&T <online_46680135165151ib@bbt.com>,Notification From BB&T,None,None,1
"""U.S. Bank"" <accsupport-num557350426253ib@usbank.com>","U.S. Bank: please confirm your information -Wed, 14 Mar 2007 05:30:28 -0800",None,None,1
BB&T <bbtinvestigation_186979794080909ib@bbt.com>,"BB&T: Confirm Your Information [Sun, 18 Mar 2007 18:11:09 -0800]",None,None,1
Branch Banking and Trust <clientservice-num45185ib@bbt.com>,"Security update. -Tue, 20 Mar 2007 03:04:34 -0800",None,None,1
BB&T <customerservice_47528137925ib@bbt.com>,Attention to all BB&T clients,None,None,1
Branch Banking and Trust <operator_6971700ib@bbt.com>,"BB&T: security maintenance! -Fri, 23 Mar 2007 10:04:02 -0800",None,None,1
Branch Banking and Trust <clients_97055ib@bbt.com>,BB&T - important security update,None,None,1
Branch Banking and Trust <customerservice_id5737035280ib@bbt.com>,"BB&T: account notification. -Mon, 26 Mar 2007 13:52:54 -0800",None,None,1
Branch Banking and Trust <reference-id451430879498ib@bbt.com>,"BB&T: Confirmation Procedure! [Tue, 27 Mar 2007 19:33:52 -0800]",None,None,1
Branch Banking and Trust <customerservice-id87123ib@bbt.com>,"Security Update! -Fri, 30 Mar 2007 05:40:05 -0800",None,None,1
BB&T <services-id58669ib@bbt.com>,"Security Issues. -Sat, 31 Mar 2007 11:32:27 -0800",None,None,1
Branch Banking and Trust <manager-id790250267ib@bbt.com>,"0fficial information for all BB&T clients! [Sun, 01 Apr 2007 19:18:25 -0800]",None,None,1
"""Trashcan G. Straitjacket"" <aw-confirm@chase.com>",Chase Security Measures,None,None,1
BB&T <services_id854425237511ib@bbt.com>,Important Security Update!,None,None,1
BB&T <accounts-id695965154ib@bbt.com>,"BB&T - Secure Confirmation -Tue, 03 Apr 2007 18:51:30 -0800",None,None,1
Branch Banking and Trust <refid_60137991ib@bbt.com>,important announce,None,None,1
Branch Banking and Trust <investigation747114ib@bbt.com>,please update your details,None,None,1
Branch Banking and Trust <support01782226ib@bbt.com>,"BB&T: urgent security notification! [Thu, 05 Apr 2007 14:29:17 -0800]",None,None,1
BB&T <clientservice_126674ib@bbt.com>,client's details confirmation!,None,None,1
BB&T <manager-156989894ib@bbt.com>,"BB&T: Confirmation Procedure! [Sun, 08 Apr 2007 18:13:05 -0800]",None,None,1
Branch Banking and Trust <customerservice611622925953636ib@bbt.com>,"BB&T - Confirm Your Details! -Sun, 08 Apr 2007 02:49:56 -0500",None,None,1
BB&T <accounts-num10977774ib@bbt.com>,"BB&T: Confirmation Required [Sun, 08 Apr 2007 07:16:04 -0500]",None,None,1
Branch Banking and Trust <accounts_0763673ib@bbt.com>,"BB&T - Important Security Update! -Mon, 09 Apr 2007 18:41:44 -0800",None,None,1
Branch Banking and Trust <customers-num00555ib@bbt.com>,we need to update your information!,None,None,1
Branch Banking and Trust <refid_73528512095ib@bbt.com>,"Your account with us [Tue, 10 Apr 2007 12:28:02 -0500]",None,None,1
Branch Banking and Trust <refid-13857ib@bbt.com>,BB&T: alert.,None,None,1
Paypal Security Departament <order@paypal.com>,This email confirms that you have paid $699.99 USD using PayPal.,None,None,1
Branch Banking and Trust <businessservice.refTJ757561068737H.cm@bbt.com>,BB&T customer service informs you!,None,None,1
BB&T <businessservice.ref605460002844393.cm@bbt.com>,Important Information For BB&T Client! (message id: de52161901344976),None,None,1
BB&T <clientcare.refu200866204683.cm@bbt.com>,BB&T customer service: official information! (message id: f8443578c),None,None,1
BB&T <customerservice.refde48761528.cm@bbt.com>,BB&T reminder: please update your details! (message id: o11124080m),None,None,1
BB&T Customer Service <clientservice.ref7520148931456.cm@bbt.com>,BB&T customer service: confirm your information!,None,None,1
Fifth Third Bank <services-92685660745457ib@53.com>,"Urgent security notification for client of the Fifth Third Bank [Mon, 16 Apr 2007 20:17:17 -0500]",None,None,1
Branch Banking and Trust <businessservice.refd761089308.cm@bbt.com>,important message! (message id: 1613489754),None,None,1
Branch Banking & Trust Company '2007 <technical_department-id-708ziy@bbandt.com>,BB&T CashManager On-line Confirmation Process,"{'2007': 1, 'apologize': 1, 'approval': 1, 'banking': 3, 'bb': 2, 'bbt': 1, 'branch': 3, 'business': 3, 'cashmanager': 1, 'cashmanger': 1, 'caused': 1, 'clicking': 1, 'collaboration': 1, 'com': 1, 'commence': 1, 'company': 1, 'confirm': 1, 'copyright': 1, 'customer': 1, 'dear': 1, 'details': 1, 'directions': 1, 'does': 1, 'eb': 1, 'followed': 1, 'grateful': 1, 'http': 1, 'ibanking': 2, 'ignore': 1, 'image': 1, 'inconveniences': 1, 'jsp': 1, 'line': 1, 'link': 1, 'mailed': 1, 'member': 1, 'notification': 1, 'online': 1, 'performing': 1, 'procedure': 1, 'reserved': 1, 'rights': 1, 'sb_verify': 1, 'scheduled': 1, 'services': 1, 'services6332724qa': 1, 'subdivision': 1, 'support': 1, 'trust': 3, 'update': 1, 'usa': 2, 'user': 1, 'users': 1}",None,1
BB&T Customer Service <customerservice.refa404615563vw.cm@bbt.com>,BB&T: alert - online form released! (message id: cg6299914ex),None,None,1
BB&T <cservice.ref3670363.cm@bbt.com>,Important banking mail from BB&T!,None,None,1
BB&T Customer Service <clientservice.refS22530547831J.cm@bbt.com>,BB&T customer service: customer alert!,None,None,1
BB&T <businessclients.refJ549929137426.cm@bbt.com>,BB&T customer service: urgent message!,None,None,1
BB&T <clientdepmnt.refq728963041k.cm@bbt.com>,BB&T: please confirm your online banking records! (mess_id: x978965621p),None,None,1
BB&T Customer Service <clientcare.refzg8343775k.cm@bbt.com>,official information! (mess_id: 827749996758),None,None,1
Branch Banking and Trust <custservice.refq235853488.cm@bbt.com>,Please Confirm Your Data! (message id: 16930768736),None,None,1
BB&T <service.refS84580148388.cm@bbt.com>,Important Information From BB&T Customer Service! (message id: o669958495f),None,None,1
Fifth Third Bank <support_999026460444ib@53.com>,Fifth Third Bank - confirm your details!,None,None,1
BB&T Customer Service <clientcare.refJ419214865VV.cm@bbt.com>,urgent notification! (message id: IE2820605A),None,None,1
Branch Banking and Trust <service.ref926163245189.cm@bbt.com>,Confirm Your Account Records! (message id: zw73485881890e),None,None,1
E*trade <infonum-1135367638550fx@etrade.com>,ATTENTION E*TRADE Financial MEMBER,None,None,1
BB&T Customer Service <clientcare.ref152155790.cm@bbt.com>,BB&T Customer Service: Confirm Your Account Records!,None,None,1
Chase Online <customers@chase-online.com>,Chase Customer Survey - Get $40 Reward !,None,None,1
National City <cservice.refp56839606tl.cm@nationalcity.com>,Secure Confirmation!,None,None,1
Fifth Third Bank <services_id206391ib@53.com>,"Special Announce. [Tue, 17 Apr 2007 19:24:42 -0500]",None,None,1
BB&T <clientdepmnt.refKL800011397O.cm@bbt.com>,Security alert! (message id: YG440517428488W),None,None,1
Fifth Third Bank <investigation_762498710262ver@security.53.com>,"Fifth Third Bank - urgent security notification for client [Wed, 18 Apr 2007 17:31:51 -0500]",None,None,1
Fifth Third Bank <services-id6764431ver@security.53.com>,"Fifth Third Bank Strongly Recommends. [Thu, 19 Apr 2007 13:35:12 -0800]",None,None,1
BB&T Customer Service <service.refud170882020398fd.cm@bbt.com>,Confirm your identity! (message id: 8416078109332),None,None,1
up-to-the-minute <dzwku@cuno.com>,We are a verified PayPal Premier business member and you can verify our status by clicking on the verified seal in the lower right.,"{'00': 2, '1997': 1, '2007': 1, 'account': 3, 'achieves': 1, 'address': 2, 'ads': 4, 'affiliations': 2, 'atmosphere': 1, 'awesome': 3, 'bandwidth': 3, 'banner': 2, 'best': 2, 'business': 4, 'check': 2, 'click': 1, 'comments': 1, 'cookie': 2, 'day': 3, 'developers': 2, 'discussed': 2, 'dozens': 3, 'dramatically': 3, 'entitled': 1, 'expenses': 4, 'final': 2, 'form': 1, 'funds': 2, 'gigabytes': 3, 'given': 2, 'granted': 2, 'grow': 1, 'grown': 3, 'growth': 3, 'heard': 1, 'https': 1, 'just': 3, 'legal': 3, 'like': 1, 'link': 2, 'links': 1, 'login': 2, 'member': 1, 'members': 1, 'money': 2, 'moving': 2, 'multiple': 3, 'note': 4, 'order': 3, 'owned': 1, 'pay': 2, 'paypal': 1, 'plain': 3, 'postal': 2, 'poster': 1, 'professionals': 1, 'refunds': 2, 'relaxed': 1, 'required': 2, 'reserved': 1, 'rights': 1, 'screen': 2, 'secure': 1, 'servers': 3, 'service': 2, 'site': 4, 'subscribe': 5, 'subscriptions': 2, 'success': 1, 'support': 4, 'text': 2, 'thank': 2, 'thread': 1, 'want': 1, 'webmasterworld': 5, 'wish': 2, 'year': 3}",None,1
BB&T <accsupport-num2841471ib@bbt.com>,important announce,None,None,1
BB&T <clientcare.refY6829903410233.cm@bbt.com>,BB&T reminder: please update your data! (message id: kv28330721),None,None,1
BB&T Customer Service <businessclients.refT140107945862KT.cm@bbt.com>,BB&T customer service: your account! (message id: N5371189342),None,None,1
Fifth Third Bank <accsupport_342627735ver@security.53.com>,"Fifth Third Bank: account notification -Mon, 23 Apr 2007 13:12:17 -0500",None,None,1
Branch Banking and Trust <businessservice.refk653365059up.cm@bbt.com>,Service Message From BB&T! (message id: RW4859752N),None,None,1
BB&T Customer Service <service.refHZ44143608.cm@bbt.com>,BB&T customer service: confirm your online account access! (mess_id: t42775149745430),None,None,1
Branch Banking and Trust <customerservice.refvb218418075.cm@bbt.com>,BB&T: Necessary To Be Read! (mess_id: WN1754777280J),None,None,1
Fifth Third Bank <online-22308114ver@security.53.com>,Fifth Third Bank: security notice!,None,None,1
Fifth Third Bank <support-1878382356984ib@53.com>,Fifth Third Bank: Notification.,None,None,1
Regions bank <service.refHF8641043933P.cm@regions.com>,Regions Bank corporate customer cervice: confirm your identity! (mess_id: M9255334649LV),None,None,1
National City <corporateclients.refW60755207.cm@nationalcity.com>,National City: Urgent Security Notification For All Clients!,None,None,1
BB&T <customerservice.refU394729936H.cm@bbt.com>,Urgent message from BB&T! (message id: L92969704),None,None,1
Regions Bank <custservice.refn0639394t.cm@regions.com>,Regions Bank corporate customer cervice: secure details confirmation! (message id: L04028593EX),None,None,1
Regions Bank <corporateservice.ref1489955494857.cm@regions.com>,Online client form released! (message id: xa3119331241d),None,None,1
Regions Bank <customerservice.ref150343192326162.cm@regions.com>,Regions Bank: Confirmation Required!,None,None,1
National City <clientdepmnt.refS74886464UM.cm@nationalcity.com>,National City Reminder: Please Update Your Data! (message id: GE07714757),None,None,1
Regions bank <clientdepmnt.refQ61200286.cm@regions.com>,Regions Bank corporate customer cervice: e-banking account confirmation! (mess_id: ze4618558606807),None,None,1
National City <cservice.refc2022322163674.cm@nationalcity.com>,National City: Instructions For Customer! (mess_id: E661455154486HD),None,None,1
Amazon <security@amazon.com>,SP NOTICE: Compromised Amazon Account - Follow Instructions Immediately,None,None,1
Branch Banking and Trust <clientservice.refD82355812525.cm@bbt.com>,BB&T: Instructions For Customer! (message id: rm359019561570ou),None,None,1
Regions bank <clientdepmnt.refn624912715085im.cm@regions.com>,your account with Regions Bank! (message id: W16966971460),None,None,1
PayPal <service@paypal.com>,Dear PayPal Customer !,None,None,1
National City <cservice.refD5357850OC.cm@nationalcity.com>,National City notification! (message id: A34631253W),None,None,1
Branch Banking and Trust <cservice.refTT095502961J.cm@bbt.com>,We need to update your information! (mess_id: HX91874439407),None,None,1
Branch Banking and Trust <cservice.refTT095502961J.cm@bbt.com>,We need to update your information! (mess_id: HX91874439407),None,None,1
Regions bank <clientservice.refbz6682402131.cm@regions.com>,Please update your data! (mess_id: v264550155pv),None,None,1
National City <clientservice.ref27143328.cm@nationalcity.com>,National City: notification!,None,None,1
National City <corporateclients.refbh944375302j.cm@nationalcity.com>,alert - online form released! (message id: n141059832732nd),None,None,1
National City <service.refj537654068381l.cm@nationalcity.com>,National City Reminder: Please Update Your Data! (message id: yr9466892af),None,None,1
Regions bank <clientdepmnt.refnn5821236zf.cm@regions.com>,notice: confirm your online banking records! (message id: n71651265425nc),None,None,1
National City <corporateservice.ref670448286.cm@nationalcity.com>,urgent security notification for client of the National City! (mess_id: M130192410422),None,None,1
National City <clientcare.refao85544387.cm@nationalcity.com>,National City corporate customer cervice corporate customer cervice: please confirm your online banking records!,None,None,1
Regions Bank <customerservice.refz84458091.cm@regions.com>,Confirm Your Account Records!,None,None,1
National City <corporateclients.refIG610816652C.cm@nationalcity.com>,National City corporate customer cervice: security issues!,None,None,1
National City <clientcare.refyg8192818m.cm@nationalcity.com>,National City: Confirm Your Account Records! (mess_id: iv69315386752),None,None,1
National City <cservice.ref9481820.cm@nationalcity.com>,E-Banking Account Confirmation! (message id: 476050086353057),None,None,1
Regions bank <clientdepmnt.refU83713170339ZC.cm@regions.com>,Regions Bank: alert - online client form released! (message id: qq9421460),None,None,1
National City <clientservice.refp72961406j.cm@nationalcity.com>,National City corporate customer cervice: important message!,None,None,1
BB&T <clientdepmnt.refjv0027914116.cm@bbt.com>,Important Message For BB&T Client! (message id: c37643388cw),None,None,1
BB&T Customer Service <clientservice.refR174270907910HI.cm@bbt.com>,Customer Notice: Details Confirmation! (message id: LH38947335383),None,None,1
BB&T Customer Service <businessservice.refe45533583i.cm@bbt.com>,BB&T: important information! (message id: 48204011193152),None,None,1
National City <clientdepmnt.ref8428420914118.cm@nationalcity.com>,We Need To Update Your Information!,None,None,1
National City <clientservice.refN9797928470M.cm@nationalcity.com>,National City corporate customer cervice: please read this message! (message id: RZ235897446339PO),None,None,1
Regions Bank <corporateclients.reft3457472792sn.cm@regions.com>,Regions Bank corporate customer cervice: data confirmation!,None,None,1
National City <customerservice.refoh3008258s.cm@nationalcity.com>,Customer notification: data confirmation!,None,None,1
Regions Bank <corporateservice.refo524856580.cm@regions.com>,Regions Bank: important notice!,None,None,1
National City <service.refnn68057816.cm@nationalcity.com>,National City Reminder: Banking Mail From National City! (message id: ef440939287119yv),None,None,1
Regions bank <service.refq440127680315.cm@regions.com>,Your account!,None,None,1
Regions Bank <clientdepmnt.refs02473387do.cm@regions.com>,Regions Bank corporate customer cervice: service message!,None,None,1
National City <corporateclients.refEJ6682272.cm@nationalcity.com>,National City: please confirm your details! (mess_id: K0580450162727),None,None,1
National City <cservice.refg923897342.cm@nationalcity.com>,important information for National City clients! (message id: R6108053890EX),None,None,1
Regions Bank <cservice.refnj4122335595o.cm@regions.com>,please update your details! (message id: 12970753),None,None,1
National City <corporateclients.refKX8606687.cm@nationalcity.com>,National City: important message! (mess_id: g80306304679385),None,None,1
National City <clientservice.refoy735870045.cm@nationalcity.com>,Urgent security notification!,None,None,1
Regions Bank <clientcare.ref9740504.cm@regions.com>,Regions Bank corporate customer cervice: official update! (mess_id: PX71681775FV),None,None,1
"""update@amazon.com"" <accounts@amazon.com>",Please Update Your Amazon Account !,None,None,1
National City <clientdepmnt.refk3052331403059.cm@nationalcity.com>,National City reminder: online form!,None,None,1
Regions Bank <custservice.refB506261016.cm@regions.com>,important notification from Regions Bank! (message id: YS3446364872RN),None,None,1
National City <custservice.refqq057246473175a.cm@nationalcity.com>,important account notice! (message id: v945103226c),None,None,1
Regions bank <customerservice.refMZ33393225704Q.cm@regions.com>,Official update!,None,None,1
National City <clientservice.refng0651422363es.cm@nationalcity.com>,National City reminder: confirm your account details!,None,None,1
Regions Bank <custservice.refc22030789639.cm@regions.com>,Regions Bank Reminder: Confirm Your Regions Bank Client Details! (message id: sn56944086030ev),None,None,1
National City <clientservice.refRZ8379534997WW.cm@nationalcity.com>,National City corporate customer cervice informs you! (mess_id: y32348099wj),None,None,1
Regions bank <customerservice.refgn5772505204987.cm@regions.com>,Regions Bank Corporate Customer Service: Important Message!,None,None,1
The Regions US Interact 2007 <technical_support-op-968ljs@regions.com>,Regions Bank USA Internet Cash Management Customer Message: Instructions For Client,"{'2007': 1, 'apologize': 1, 'arranged': 1, 'bank': 2, 'banking': 2, 'caused': 1, 'cfm': 1, 'client': 2, 'cmserver': 1, 'collaboration': 1, 'com': 1, 'commercial': 1, 'copyright': 1, 'corp': 2, 'corporate': 2, 'customer': 1, 'dear': 1, 'details': 1, 'directions': 1, 'does': 1, 'financial': 2, 'followed': 1, 'grateful': 1, 'http': 1, 'ibsregions': 1, 'ignore': 1, 'image': 1, 'interact': 2, 'launch': 1, 'link': 1, 'mailed': 1, 'management': 1, 'members': 1, 'notice': 1, 'performing': 1, 'problems': 1, 'procedure': 1, 'regions': 6, 'reserved': 1, 'rights': 1, 'service': 1, 'services': 1, 'subdivision': 1, 'support': 1, 'treasury': 2, 'update': 1, 'upgrade': 1, 'usa': 3, 'verification': 1, 'verify': 1, 'visiting': 1, 'www14xhed': 1}",None,1
Washington Mutual <clientcare.refce90776951y.cm@wamu.com>,Important Information! (message id: t99370347824384),None,None,1
National City <corporateclients.ref851724595710529.cm@nationalcity.com>,National City corporate customer cervice: secure details confirmation! (message id: Q459666257L),None,None,1
Washington Mutual <clientdepmnt.refv3666840j.cm@wamu.com>,WAMU corporate customer cervice corporate customer cervice: confirm your online banking records! (message id: nd6191677451iz),None,None,1
Regions bank <corporateservice.refa76095964132903.cm@regions.com>,important notice! (message id: C377735272935),None,None,1
Washington Mutual <service.refMA80851508.cm@wamu.com>,Washington Mutual: Important Announce! (mess_id: 289102510),None,None,1
National City <corporateservice.reflm834970104335m.cm@nationalcity.com>,Urgent Security Notification For Clients! (mess_id: rm87983357599851),None,None,1
Regions Bank <custservice.refM372482205.cm@regions.com>,Regions Bank corporate customer cervice: important account notification! (message id: AK220847172ES),None,None,1
National City <custservice.refht3410595.cm@nationalcity.com>,Important Message For National City Client!,None,None,1
"""U.S. Bank"" <service.refk7724472074b.ub@usbank.com>",U.S. Bank corporate customer cervice: important banking mail!,None,None,1
